"ID","Name","Status","Response Time (ms)","Last Checked"
"anthropic","Anthropic","operational","1673","2026-01-01T04:36:27.746Z"
"aws","AWS Bedrock","operational","1124","2026-01-01T04:36:27.241Z"
"azure","Azure OpenAI","operational","1650","2026-01-01T04:36:27.874Z"
"cohere","Cohere","operational","1206","2026-01-01T04:36:27.698Z"
"deepseek","DeepSeek","operational","848","2026-01-01T04:36:26.958Z"
"google-ai","Google Gemini / AI Studio","operational","848","2026-01-01T04:36:29.760Z"
"groq","Groq","operational","1223","2026-01-01T04:36:27.776Z"
"mistral","Mistral AI","operational","1072","2026-01-01T04:36:28.437Z"
"openai","OpenAI","operational","922","2026-01-01T04:36:27.468Z"
"perplexity","Perplexity","operational","954","2026-01-01T04:36:27.472Z"
"replicate","Replicate","operational","1698","2026-01-01T04:36:27.935Z"
"xai","xAI (Grok)","operational","1152","2026-01-01T04:36:27.503Z"
