"ID","Name","Status","Response Time (ms)","Last Checked"
"anthropic","Anthropic","operational","1794","2026-01-01T04:33:17.823Z"
"aws","AWS Bedrock","operational","1215","2026-01-01T04:33:17.306Z"
"azure","Azure OpenAI","operational","1433","2026-01-01T04:33:17.677Z"
"cohere","Cohere","operational","1388","2026-01-01T04:33:17.721Z"
"deepseek","DeepSeek","operational","1035","2026-01-01T04:33:17.094Z"
"google-ai","Google Gemini / AI Studio","operational","1019","2026-01-01T04:33:19.315Z"
"groq","Groq","operational","1336","2026-01-01T04:33:17.705Z"
"mistral","Mistral AI","operational","1130","2026-01-01T04:33:18.441Z"
"openai","OpenAI","operational","1308","2026-01-01T04:33:17.689Z"
"perplexity","Perplexity","operational","1168","2026-01-01T04:33:17.602Z"
"replicate","Replicate","operational","1708","2026-01-01T04:33:18.006Z"
"xai","xAI (Grok)","operational","1199","2026-01-01T04:33:17.625Z"
