"ID","Name","Status","Response Time (ms)","Last Checked"
"anthropic","Anthropic","operational","2220","2026-01-01T00:22:52.201Z"
"aws","AWS Bedrock","operational","1667","2026-01-01T00:22:51.686Z"
"azure","Azure OpenAI","operational","2115","2026-01-01T00:22:52.227Z"
"cohere","Cohere","operational","1965","2026-01-01T00:22:52.222Z"
"deepseek","DeepSeek","operational","1472","2026-01-01T00:22:51.488Z"
"google-ai","Google Gemini / AI Studio","operational","257","2026-01-01T00:23:10.305Z"
"groq","Groq","operational","1723","2026-01-01T00:22:51.921Z"
"mistral","Mistral AI","operational","1911","2026-01-01T00:22:52.418Z"
"openai","OpenAI","operational","1918","2026-01-01T00:22:52.140Z"
"perplexity","Perplexity","operational","1612","2026-01-01T00:22:51.906Z"
"replicate","Replicate","operational","2269","2026-01-01T00:22:52.295Z"
"xai","xAI (Grok)","operational","1936","2026-01-01T00:22:52.144Z"
