"ID","Name","Status","Response Time (ms)","Last Checked"
"anthropic","Anthropic","operational","4838","2026-01-01T00:55:59.885Z"
"aws","AWS Bedrock","operational","4059","2026-01-01T00:55:59.151Z"
"azure","Azure OpenAI","operational","4479","2026-01-01T00:55:59.783Z"
"cohere","Cohere","operational","4345","2026-01-01T00:55:59.818Z"
"deepseek","DeepSeek","operational","3774","2026-01-01T00:55:58.859Z"
"google-ai","Google Gemini / AI Studio","operational","5120","2026-01-01T00:56:01.555Z"
"groq","Groq","operational","4092","2026-01-01T00:55:59.799Z"
"mistral","Mistral AI","operational","4274","2026-01-01T00:56:00.626Z"
"openai","OpenAI","operational","1104","2026-01-01T00:55:59.960Z"
"perplexity","Perplexity","operational","4122","2026-01-01T00:55:59.613Z"
"replicate","Replicate","operational","4868","2026-01-01T00:56:00.183Z"
"xai","xAI (Grok)","operational","4133","2026-01-01T00:55:59.764Z"
