"ID","Name","Status","Response Time (ms)","Last Checked"
"anthropic","Anthropic","operational","2005","2026-01-01T00:40:22.481Z"
"aws","AWS Bedrock","operational","1488","2026-01-01T00:40:22.110Z"
"azure","Azure OpenAI","operational","1455","2026-01-01T00:40:22.232Z"
"cohere","Cohere","operational","1753","2026-01-01T00:40:22.491Z"
"deepseek","DeepSeek","operational","1350","2026-01-01T00:40:21.931Z"
"google-ai","Google Gemini / AI Studio","operational","1681","2026-01-01T00:40:23.564Z"
"groq","Groq","operational","1706","2026-01-01T00:40:22.483Z"
"mistral","Mistral AI","operational","1733","2026-01-01T00:40:22.965Z"
"openai","OpenAI","operational","2252","2026-01-01T00:40:19.147Z"
"perplexity","Perplexity","operational","1700","2026-01-01T00:40:22.442Z"
"replicate","Replicate","operational","1999","2026-01-01T00:40:22.637Z"
"xai","xAI (Grok)","operational","1542","2026-01-01T00:40:22.241Z"
