"ID","Name","Status","Response Time (ms)","Last Checked"
"anthropic","Anthropic","operational","1585","2026-01-01T00:47:36.633Z"
"aws","AWS Bedrock","operational","964","2026-01-01T00:47:36.083Z"
"azure","Azure OpenAI","operational","1198","2026-01-01T00:47:36.480Z"
"cohere","Cohere","operational","1311","2026-01-01T00:47:36.496Z"
"deepseek","DeepSeek","operational","1060","2026-01-01T00:47:36.155Z"
"google-ai","Google Gemini / AI Studio","operational","990","2026-01-01T00:47:37.811Z"
"groq","Groq","operational","1262","2026-01-01T00:47:36.597Z"
"mistral","Mistral AI","operational","1131","2026-01-01T00:47:37.336Z"
"openai","OpenAI","operational","1287","2026-01-01T00:47:36.591Z"
"perplexity","Perplexity","operational","1277","2026-01-01T00:47:36.533Z"
"replicate","Replicate","operational","1599","2026-01-01T00:47:36.836Z"
"xai","xAI (Grok)","operational","1000","2026-01-01T00:47:36.422Z"
